38,30,21,7,3,2,2,1,0,0,0,61,27,10,5,5,5,4,2,2,2,0,0,0,0,0
6,3,1,0,0,0,0,0,0,0,0,6,3,3,1,1,1,0,0,0,0,0,0,0,0,1
41,31,18,13,9,7,7,4,4,3,3,50,33,30,26,19,18,15,13,11,9,2,1,0,0,0
51,34,19,10,7,3,1,0,0,0,0,72,36,23,13,9,6,6,4,3,2,0,0,0,0,1
34,30,17,13,4,2,2,1,0,0,0,62,29,16,4,3,2,2,2,2,2,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4
15,8,4,2,2,2,2,1,1,1,1,17,8,7,6,4,3,2,2,2,2,0,0,0,0,3
66,63,53,46,41,35,29,26,22,22,17,80,45,37,27,24,19,15,11,7,6,0,0,0,0,1
45,42,38,24,15,10,9,7,5,4,4,64,41,38,29,28,21,17,13,10,9,3,1,1,1,3
12,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,4
96,53,21,10,7,4,0,0,0,0,0,111,73,48,36,24,18,14,10,8,7,0,0,0,0,1
143,120,87,63,50,41,36,31,30,28,28,141,106,92,76,62,45,35,29,27,24,2,0,0,0,1
44,40,28,4,0,0,0,0,0,0,0,58,31,15,4,0,0,0,0,0,0,0,0,0,0,4
40,17,8,6,3,3,3,3,3,3,3,50,21,12,8,6,6,6,6,5,4,2,2,2,2,3
67,50,36,32,27,23,23,20,19,19,19,83,56,46,39,37,33,32,32,31,28,9,9,5,1,1
61,59,48,36,16,14,13,13,13,12,12,86,35,24,13,11,10,7,4,2,2,2,1,0,0,1
39,27,13,8,6,2,2,2,2,2,2,74,16,8,3,3,2,2,2,2,2,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,13,3,1,1,0,0,0,0,0,0,0,0,0,0,4
12,6,0,0,0,0,0,0,0,0,0,17,10,5,1,0,0,0,0,0,0,0,0,0,0,2
112,87,73,59,45,36,27,25,21,17,16,126,92,69,58,49,33,25,19,18,14,2,0,0,0,1
71,33,9,3,0,0,0,0,0,0,0,86,21,4,1,0,0,0,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53,46,22,11,5,3,2,2,2,0,0,73,34,11,6,3,2,0,0,0,0,0,0,0,0,2
63,47,22,7,1,0,0,0,0,0,0,95,46,32,16,14,10,7,5,3,2,0,0,0,0,2
78,36,6,0,0,0,0,0,0,0,0,98,55,29,12,8,4,1,0,0,0,0,0,0,0,3
63,19,2,1,0,0,0,0,0,0,0,94,32,14,8,3,2,1,1,1,0,0,0,0,0,3
89,55,27,13,8,7,7,4,3,0,0,107,58,38,28,19,14,5,4,1,0,0,0,0,0,2
79,66,51,32,20,15,9,3,2,1,1,86,57,48,42,37,33,28,26,22,20,1,1,0,0,4
45,27,18,17,16,16,16,13,13,12,12,54,33,24,20,18,17,17,16,16,16,7,6,5,5,0
88,56,44,37,36,33,30,27,25,25,24,95,64,52,44,43,40,38,36,36,36,12,11,10,9,1
52,9,3,3,2,2,2,2,2,2,2,89,18,4,3,3,3,3,3,3,2,2,2,1,1,1
35,33,25,19,15,13,10,8,8,4,0,61,32,20,14,10,9,9,5,3,3,0,0,0,0,1
10,4,0,0,0,0,0,0,0,0,0,17,5,2,1,0,0,0,0,0,0,0,0,0,0,0
24,3,0,0,0,0,0,0,0,0,0,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0
33,12,6,2,2,2,2,2,2,2,2,87,11,6,3,3,3,3,3,2,2,2,2,1,1,1
