19.9,1
20.54,2
20.75,2
20.73,2
20.66,2
20.71,2
20.15,2
22.26,2
20.73,2
19.52,2
20.43,2
23.6,4
20.75,2
20.94,2
20.54,2
20.38,2
22.62,2
23.54,3
22.74,2
20.29,2
20.29,2
20.73,3
22.5,3
21.87,2
24.65,4
21.54,2
22.96,3
21.01,2
23.53,4
23.23,4
23.44,4
20.8,2
25.65,4
20.77,2
21.11,2
23.67,2
23.12,3
23.6,4
21.57,2
22.62,2
20.07,1
21.25,2
20.49,1
20.35,2
24.54,4
21.6,2
23.44,4
21.83,2
21.05,2
21.2,0
19.46,1
21.41,4
18.9,0
19.54,0
19.3,0
18.99,0
21.72,2
19.19,0
18.43,0
18.46,2
21.86,1
18.63,4
17.77,0
17.71,0
21.08,3
19.46,1
19.9,3
21.63,2
21.29,2
20.67,2
19.51,2
23.12,4
20.95,2
21.8,2
24.49,3
19.95,2
20.53,2
23.28,3
21.53,2
21.07,3
20.16,2
22.99,4
20.04,1
22.32,2
20.33,2
20.52,1
20.37,2
20.42,2
20.77,2
21.31,2
20.8,2
22.87,2
20.56,2
20.47,2
22.53,2
20.34,2
24.63,4
25.03,2
21.31,2
21.07,2
20.92,2
20.29,2
23.97,3
20.59,2
25.3,2
25.45,2
21.1,3
20.39,3
20.27,2
20.89,4
25.28,2
20.87,3
25.72,2
24.82,4
21.83,4
24.22,4
21.54,2
20.9,4
22.22,2
22.98,2
22.68,2
22.43,3
