093,-25,226,-17
093,-24,226,-17
093,-24,226,-17
093,-24,226,-17
093,-24,226,-17
094,-24,226,-17
094,-23,226,-17
094,-23,226,-17
094,-23,226,-17
094,-23,226,-17
094,-23,226,-17
094,-22,226,-17
095,-22,226,-17
095,-22,226,-17
095,-22,226,-17
095,-22,226,-17
095,-22,226,-17
095,-21,226,-17
095,-21,226,-17
096,-21,226,-17
096,-21,226,-17
096,-21,226,-17
096,-20,226,-17
096,-20,226,-17
096,-20,226,-17
096,-20,226,-17
097,-20,226,-17
097,-19,226,-17
097,-19,226,-17
097,-19,226,-17
097,-19,226,-17
097,-19,226,-17
097,-18,226,-17
098,-18,226,-17
098,-18,226,-17
098,-18,226,-17
098,-18,226,-17
098,-17,226,-17
098,-17,226,-17
098,-17,226,-17
099,-17,226,-17
099,-17,226,-17
099,-16,226,-17
099,-16,226,-17
099,-16,226,-17
099,-16,226,-17
099,-16,226,-17
100,-15,226,-17
100,-15,226,-17
100,-15,226,-17
100,-15,226,-17
100,-15,226,-17
100,-14,226,-17
100,-14,226,-17
101,-14,226,-17
101,-14,226,-17
101,-14,226,-17
101,-13,226,-17
101,-13,226,-17
101,-13,226,-17
101,-13,226,-17
102,-13,226,-17
102,-12,226,-17
102,-12,226,-17
102,-12,226,-17
102,-12,226,-17
102,-12,226,-17
102,-11,226,-17
103,-11,226,-17
103,-11,226,-17
103,-11,226,-17
103,-11,226,-17
103,-10,226,-17
103,-10,226,-17
103,-10,226,-17
104,-10,226,-17
104,-10,226,-17
104,-10,226,-17
104,-9,226,-17
104,-9,226,-17
104,-9,226,-17
104,-9,226,-17
104,-9,226,-17
105,-8,226,-17
105,-8,226,-17
105,-8,226,-17
105,-8,226,-17
105,-8,226,-17
105,-7,226,-17
105,-7,226,-17
106,-7,226,-17
106,-7,226,-17
106,-7,226,-17
106,-6,226,-17
106,-6,226,-17
106,-6,226,-17
106,-6,226,-17
107,-6,226,-17
107,-5,226,-17
107,-5,226,-17
107,-5,226,-17
107,-5,226,-17
107,-5,226,-17
108,-5,226,-17
108,-4,226,-17
108,-4,226,-17
108,-4,226,-17
108,-4,226,-17
108,-4,226,-17
108,-3,226,-17
109,-3,226,-17
109,-3,226,-17
109,-3,226,-17
109,-3,226,-17
109,-2,226,-17
109,-2,226,-17
109,-2,226,-17
110,-2,226,-17
110,-2,226,-17
110,-1,226,-17
110,-1,226,-17
110,-1,226,-17
110,-1,226,-17
110,-1,226,-17
111,-1,226,-17
111,00,226,-17
111,00,226,-17
111,00,226,-17
111,00,226,-17
111,00,226,-17
111,00,226,-17
112,00,226,-17
112,00,226,-17
112,00,226,-17
112,00,226,-17
112,00,226,-17
112,01,226,-17
113,01,226,-17
113,01,226,-17
113,01,226,-17
113,01,226,-17
113,02,226,-17
113,02,226,-17
113,02,226,-17
114,02,226,-17
114,02,226,-17
114,02,226,-17
114,03,226,-17
114,03,226,-17
114,03,226,-17
115,03,226,-17
115,03,226,-17
115,04,226,-17
115,04,226,-17
115,04,226,-17
115,04,226,-17
115,04,226,-17
116,04,226,-17
116,05,226,-17
116,05,226,-17
116,05,226,-17
116,05,226,-17
116,05,226,-17
117,06,226,-17
117,06,226,-17
117,06,226,-17
117,06,226,-17
117,06,226,-17
117,06,226,-17
118,07,226,-17
118,07,226,-17
118,07,226,-17
118,07,226,-17
118,07,226,-17
118,08,226,-17
119,08,226,-17
119,08,226,-17
119,08,226,-17
119,08,226,-17
119,08,226,-17
119,09,226,-17
120,09,226,-17
120,09,226,-17
120,09,226,-17
120,09,226,-17
120,09,226,-17
120,10,226,-17
121,10,226,-17
121,10,226,-17
121,10,226,-17
121,10,226,-17
121,10,226,-17
121,11,226,-17
122,11,226,-17
122,11,226,-17
122,11,226,-17
122,11,226,-17
122,11,226,-17
122,12,226,-17
123,12,226,-17
123,12,226,-17
123,12,226,-17
123,12,226,-17
123,12,226,-17
123,13,226,-17
124,13,226,-17
124,13,226,-17
124,13,226,-17
124,13,226,-17
124,13,226,-17
125,14,226,-17
125,14,226,-17
125,14,226,-17
125,14,226,-17
125,14,226,-17
125,14,226,-17
126,15,226,-17
126,15,226,-17
126,15,226,-17
126,15,226,-17
126,15,226,-17
127,15,226,-17
127,16,226,-17
127,16,226,-17
127,16,226,-17
127,16,226,-17
127,16,226,-17
128,16,226,-17
128,16,226,-17
128,17,226,-17
128,17,226,-17
128,17,226,-17
129,17,226,-17
129,17,226,-17
129,17,226,-17
129,18,226,-17
129,18,226,-17
130,18,226,-17
130,18,226,-17
130,18,226,-17
130,18,226,-17
130,18,226,-17
130,19,226,-17
131,19,226,-17
131,19,226,-17
131,19,226,-17
131,19,226,-17
131,19,226,-17
132,20,226,-17
132,20,226,-17
132,20,226,-17
132,20,226,-17
132,20,226,-17
133,20,226,-17
133,20,226,-17
133,21,226,-17
133,21,226,-17
133,21,226,-17
134,21,226,-17
134,21,226,-17
134,21,226,-17
134,21,226,-17
135,22,226,-17
135,22,226,-17
135,22,226,-17
135,22,226,-17
135,22,226,-17
136,22,226,-17
136,22,226,-17
136,23,226,-17
136,23,226,-17
136,23,226,-17
137,23,226,-17
137,23,226,-17
137,23,226,-17
137,23,226,-17
137,23,226,-17
138,24,226,-17
138,24,226,-17
138,24,226,-17
138,24,226,-17
139,24,226,-17
139,24,226,-17
139,24,226,-17
139,25,226,-17
139,25,226,-17
140,25,226,-17
140,25,226,-17
140,25,226,-17
140,25,226,-17
141,25,226,-17
141,25,226,-17
141,26,226,-17
141,26,226,-17
141,26,226,-17
142,26,226,-17
142,26,226,-17
142,26,226,-17
142,26,226,-17
143,26,226,-17
143,27,226,-17
143,27,226,-17
143,27,226,-17
144,27,226,-17
144,27,226,-17
144,27,226,-17
144,27,226,-17
145,27,226,-17
145,27,226,-17
145,28,226,-17
145,28,226,-17
145,28,226,-17
146,28,226,-17
146,28,226,-17
146,28,226,-17
146,28,226,-17
147,28,226,-17
147,28,226,-17
147,29,226,-17
147,29,226,-17
148,29,226,-17
148,29,226,-17
148,29,226,-17
148,29,226,-17
149,29,226,-17
149,29,226,-17
149,29,226,-17
149,30,226,-17
150,30,226,-17
150,30,226,-17
150,30,226,-17
150,30,226,-17
151,30,226,-17
151,30,226,-17
151,30,226,-17
151,30,226,-17
152,30,226,-17
152,30,226,-17
152,31,226,-17
152,31,226,-17
153,31,226,-17
153,31,226,-17
153,31,226,-17
153,31,226,-17
154,31,226,-17
154,31,226,-17
154,31,226,-17
