17.1,3.0
17.58,3.0
18.59,3.0
18.39,3.0
17.7,3.0
18.68,3.0
17.48,3.0
20.41,3.0
18.06,3.0
16.5,2.0
17.43,3.0
23.38,3.0
17.85,3.0
18.17,3.0
17.55,3.0
17.16,3.0
21.84,3.0
23.89,3.0
21.34,3.0
17.84,3.0
17.79,3.0
19.0,3.0
22.38,3.0
20.57,3.0
26.01,4.0
19.83,3.0
22.62,3.0
17.92,3.0
23.26,3.0
20.79,4.0
22.21,4.0
17.91,3.0
26.57,4.0
18.47,3.0
18.43,3.0
24.48,3.0
23.57,3.0
23.46,3.0
18.95,3.0
22.09,3.0
17.24,3.0
17.75,3.0
17.63,3.0
16.87,3.0
26.05,3.0
19.97,3.0
22.65,4.0
19.25,4.0
18.81,3.0
17.98,4.0
16.46,3.0
20.75,2.0
16.75,2.0
16.97,2.0
16.8,2.0
16.45,2.0
20.61,3.0
16.41,2.0
15.82,2.0
16.4,2.0
25.01,1.0
15.83,2.0
16.81,1.0
15.64,1.0
19.17,3.0
18.1,2.0
17.73,2.0
22.7,2.0
22.83,1.0
19.75,2.0
16.48,3.0
20.99,3.0
19.78,2.0
22.13,2.0
26.04,3.0
17.52,2.0
18.81,2.0
24.2,3.0
19.72,3.0
18.38,3.0
17.24,3.0
22.16,3.0
17.05,3.0
21.84,3.0
17.42,3.0
17.69,3.0
17.65,3.0
18.03,3.0
19.76,2.0
19.54,3.0
17.83,3.0
22.97,3.0
17.5,3.0
17.92,3.0
21.53,3.0
17.44,3.0
26.31,3.0
25.78,4.0
18.32,3.0
18.51,3.0
18.32,3.0
17.2,3.0
23.53,4.0
17.54,3.0
26.68,4.0
26.34,4.0
18.39,3.0
17.04,3.0
16.77,3.0
17.62,3.0
27.36,3.0
18.29,3.0
26.93,4.0
25.85,3.0
20.2,3.0
23.69,4.0
18.7,3.0
17.64,3.0
19.97,4.0
22.94,3.0
22.23,3.0
21.34,3.0
