22.24,3
23.03,3
22.54,3
22.64,3
23.16,3
22.35,3
22.36,3
23.8,3
22.92,3
21.98,2
22.96,3
23.67,3
23.19,3
22.84,3
23.04,3
23.07,3
23.27,3
23.27,3
23.92,3
22.28,3
22.34,3
22.12,3
22.5,3
22.92,3
24.49,4
22.97,3
23.13,3
23.63,3
23.56,3
25.07,4
24.38,4
23.26,3
24.85,4
22.68,3
23.38,3
22.88,3
22.71,3
23.67,3
23.77,3
23.03,3
22.42,3
23.96,3
22.9,3
23.04,3
23.19,3
22.97,3
24.25,4
24.09,4
23.02,3
24.06,4
22.03,3
21.98,2
21.91,2
21.77,2
21.47,2
21.21,2
22.92,3
21.16,2
20.08,2
20.31,2
19.0,1
20.91,2
18.59,1
19.61,1
22.83,3
20.73,2
21.78,2
20.67,2
19.99,1
21.16,2
22.13,3
22.68,3
21.98,2
21.46,2
23.11,3
21.99,2
21.95,2
22.31,3
23.01,3
23.3,3
22.58,3
23.64,3
22.56,3
22.66,3
22.81,3
