17483.1,31.8127,13.0768,-3.17E-05
17246.3,31.8068,13.0283,-2.76E-05
17125,31.7747,12.9485,-3.28E-05
16633.5,31.692,12.8838,-3.04E-05
16233.5,31.593,12.752,-2.83E-05
15768.7,31.3243,12.636,-3.17E-05
15233.5,31.061,12.519,-3.29E-05
14425.7,30.5809,12.3336,-3.22E-05
13649.3,30.0223,12.1155,-2.82E-05
12841.6,29.3328,11.85,-2.19E-05
12122.1,28.7375,11.6211,-2.58E-05
11413.2,28.0338,11.3873,-1.75E-05
10761.1,27.329,11.1425,-1.98E-05
10173.4,26.6467,10.9039,4.14E-06
9710.27,26.0962,10.7327,4.15E-06
9390.23,25.7269,10.6257,2.18E-06
9185.01,25.5457,10.5891,1.90E-05
9100.12,25.5459,10.6217,2.11E-05
9122.14,25.7292,10.7229,2.70E-05
9198.84,26.0094,10.8455,3.98E-05
9312.7,26.3701,10.9972,5.88E-05
9452.88,26.8103,11.173,6.48E-05
9614.6,27.2824,11.3543,7.54E-05
9811.32,27.8404,11.5603,9.47E-05
9997.84,28.3888,11.7472,0.000106759
10145.8,28.8694,11.9033,0.000174125
10216.4,29.1752,11.9922,0.000194877
10164.8,29.2671,11.9881,0.000215393
10016.8,29.2055,11.9233,0.000220107
9821.3,29.0363,11.8246,0.000240237
9496.93,28.5799,11.6137,0.000283648
9103.59,27.942,11.3318,0.000312726
8682.52,27.2225,11.0331,0.000365575
8308.85,26.5774,10.7831,0.000373399
7891.55,25.7503,10.4715,0.000425055
7483.11,24.8369,10.1157,0.000480669
7099.45,23.8847,9.76079,0.000479423
6812.03,23.1267,9.48264,0.000619091
6586.66,22.5285,9.26427,0.000579029
6421.09,22.1068,9.10728,0.000617094
6278.81,21.7301,8.98172,0.000702505
6170.28,21.4449,8.88689,0.000703454
6079.59,21.2094,8.8091,0.000860084
5996.79,20.9828,8.73815,0.000860514
5906.81,20.7215,8.64208,0.000879599
5785.99,20.3173,8.49698,0.00088671
5673.21,19.9186,8.35388,0.00102395
5539.52,19.4069,8.16238,0.00114786
5356.74,18.6929,7.88013,0.00128748
5146.32,17.798,7.53866,0.00143016
5002.43,17.1896,7.31357,0.00152082
4935.73,16.9233,7.21578,0.00168998
4896.07,16.7769,7.16858,0.00180234
4858.4,16.6308,7.12517,0.0018581
4790.1,16.3096,7.01376,0.00208313
4561.62,15.1517,6.58407,0.00233638
4330.18,13.8795,6.11334,0.00265035
4279.24,13.5955,6.01703,0.00286442
4249.11,13.4185,5.97048,0.00266654
4209.79,13.1726,5.89295,0.00259339
4245.22,13.3838,5.98708,0.00282404
4219.52,13.2088,5.93909,0.00331597
