2017-04-13,8028.31,23.1801,9.54595,0.000263285,373.986
2017-04-13,7805.67,22.9801,9.45729,0.000281563,431.757
2017-04-13,7611.71,22.7542,9.36736,0.000318659,487.445
2017-04-13,7425.48,22.4983,9.26156,0.000336698,547.447
2017-04-13,7267.72,22.3016,9.17551,0.000404741,611.728
2017-04-13,7159.74,22.2491,9.14898,0.000435679,688.529
2017-04-13,7066.39,22.2201,9.13992,0.000453288,762.264
2017-04-13,6961.57,22.1363,9.11252,0.000537311,843.368
2017-04-13,6829.75,21.9427,9.04377,0.000548976,931.559
2017-04-13,6692.27,21.7086,8.95085,0.000607804,1037.71
2017-04-13,6549.28,21.4283,8.84451,0.000598158,1139.2
2017-04-13,6412.65,21.1344,8.73496,0.000658644,1249.32
2017-04-13,6284.81,20.849,8.62819,0.00068246,1368
2017-04-13,6157.29,20.5443,8.51229,0.000720004,1494.41
2017-04-13,6027.96,20.2168,8.38312,0.000902156,1647.73
2017-04-13,5905.03,19.8806,8.25788,0.000887087,1795.59
2017-04-13,5794.56,19.576,8.14344,0.000921374,1952.55
2017-04-13,5690.54,19.2861,8.03854,0.00101922,2121.42
2017-04-13,5599.77,19.0343,7.94863,0.00106298,2312.01
2017-04-13,5520.13,18.8027,7.87106,0.00113002,2497.16
2017-04-13,5448.82,18.6054,7.80206,0.00124952,2698.32
2017-04-13,5394.59,18.4526,7.75426,0.0012361,2894.49
2017-04-13,5340.96,18.307,7.69859,0.00134929,3115.99
2017-04-13,5264.61,18.0529,7.60865,0.00150918,3348.49
2017-04-13,5179,17.7426,7.49837,0.00167077,3601.79
2017-04-13,4831.13,16.0936,6.83661,0.00176147,4078.95
2017-04-13,4445.56,14.2265,6.09077,0.00223784,4725.19
2017-04-13,4289.15,13.4974,5.81164,0.00241745,5299.45
2017-04-13,4146.17,12.7885,5.54628,0.00280671,5925.47
2017-04-13,4029.55,12.1772,5.31669,0.00290763,6577.58
2017-04-13,3980.56,11.917,5.23291,0.00288496,7145.06
