22.809,23.1834,54.0076
22.7872,23.1739,54.039
22.7336,23.1193,54.147
22.7185,23.097,54.1845
22.5987,23.0759,54.3253
22.5987,23.1091,54.2923
22.7364,23.1411,54.1224
22.8084,23.184,54.0076
22.8194,23.1933,53.9873
22.8351,23.1994,53.9654
22.8343,23.1919,53.9738
22.8373,23.1801,53.9826
22.8429,23.1798,53.9773
22.8369,23.1802,53.9829
22.8066,23.177,54.0164
22.7786,23.1696,54.0517
22.7688,23.1668,54.0644
22.7541,23.1614,54.0845
22.6736,23.1301,54.1963
22.4353,23.0386,54.5261
22.462,23.0509,54.4871
24.144,23.5892,52.2668
22.4426,23.0398,54.5176
22.6195,23.1269,54.2536
22.6995,23.1612,54.1394
22.7002,23.145,54.1548
22.703,23.1434,54.1537
22.7286,23.1744,54.0969
22.745,23.1684,54.0865
22.7388,23.1831,54.0781
22.7121,23.1455,54.1424
22.7095,23.1649,54.1256
22.7235,23.1937,54.0828
22.6989,23.1853,54.1158
22.6818,23.167,54.1512
22.7005,23.1556,54.144
22.7003,23.1659,54.1338
22.6879,23.164,54.1481
22.6944,23.1809,54.1247
22.7075,23.1849,54.1075
22.6632,23.1661,54.1708
22.6667,23.1634,54.1699
22.6503,23.1782,54.1715
22.6597,23.1871,54.1532
22.6461,23.2027,54.1513
22.6057,23.1635,54.2308
22.5675,23.1649,54.2676
22.5317,23.1484,54.3198
22.5334,23.1256,54.341
22.4891,23.1436,54.3672
22.5081,23.1265,54.3654
22.4574,23.1294,54.4132
22.4179,23.1091,54.4729
22.3594,23.0995,54.5411
22.2219,23.032,54.7462
22.6386,23.118,54.2434
21.9119,22.9069,55.1812
22.3996,23.0968,54.5036
22.3672,23.0399,54.5929
22.5726,23.1301,54.2973
23.4064,23.4614,53.1322
23.4454,23.4469,53.1077
23.7075,23.5881,52.7044
22.6358,23.1576,54.2066
22.534,23.1709,54.2951
22.9936,23.3528,53.6536
22.1394,23.0274,54.8332
22.4424,23.1673,54.3902
21.9918,22.9892,55.019
22.1031,23.0142,54.8828
22.1818,23.0405,54.7778
22.0764,23.0165,54.9071
22.0783,23.0338,54.8879
22.0606,23.0146,54.9248
22.0308,23.0227,54.9465
22.0083,23.0239,54.9679
22.0399,23.0173,54.9427
21.9424,23.0121,55.0455
21.9556,23.0053,55.0391
21.941,23.0082,55.0508
21.8903,22.9848,55.1249
21.9016,22.9672,55.1312
21.9399,22.9577,55.1023
21.9654,22.9832,55.0514
21.9386,22.9666,55.0948
21.8925,22.9518,55.1557
21.8298,22.9479,55.2223
21.7683,22.9478,55.2839
21.7551,22.9304,55.3146
21.7425,22.9327,55.3248
21.5912,22.9024,55.5064
21.55,22.8102,55.6398
22.4635,23.1167,54.4198
21.8612,22.8814,55.2574
22.2495,23.0836,54.6669
21.2897,22.7478,55.9625
21.9646,22.9444,55.091
24.2387,23.9122,51.849
21.2145,22.7162,56.0692
21.3768,22.7981,55.8251
21.4484,22.8132,55.7384
21.2898,22.7632,55.947
22.0825,23.0727,54.8448
21.6492,22.8984,55.4523
22.07,23.0484,54.8816
25.0761,24.27,50.6538
21.4662,22.7312,55.8026
21.368,22.7472,55.8848
23.0111,23.4542,53.5347
22.8404,23.4155,53.7441
22.2182,23.1119,54.6699
21.1143,22.6454,56.2403
21.1621,22.6822,56.1557
21.3585,22.8285,55.813
21.3026,22.8107,55.8867
21.6796,22.9193,55.4011
21.1552,22.7351,56.1096
21.2052,22.7825,56.0123
21.3224,22.8385,55.8392
21.2541,22.8143,55.9316
21.21,22.7951,55.9949
21.2775,22.8255,55.897
21.2452,22.8488,55.906
21.265,22.8569,55.8781
21.176,22.7801,56.0439
