3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,40,12,4,3,1,0,0,0,0,0,98,67,41,33,20,9,7,6,4,4,0,0,0,0,4
16,8,0,0,0,0,0,0,0,0,0,28,12,8,4,2,0,0,0,0,0,0,0,0,0,0
88,36,9,6,5,4,0,0,0,0,0,109,59,32,16,11,9,9,6,5,5,0,0,0,0,3
38,6,0,0,0,0,0,0,0,0,0,53,13,4,2,1,0,0,0,0,0,0,0,0,0,1
48,21,2,0,0,0,0,0,0,0,0,62,29,16,7,5,2,1,0,0,0,0,0,0,0,0
18,7,2,2,0,0,0,0,0,0,0,32,12,6,2,2,2,2,2,2,1,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,31,6,2,0,0,0,0,0,0,0,90,49,30,15,9,6,4,3,2,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,17,5,2,2,1,0,0,0,0,0,68,31,16,11,6,5,3,2,2,2,0,0,0,0,1
