23.1801,20.8039,56.0161
22.9801,20.8336,56.1863
22.7542,20.824,56.4218
22.4983,20.7937,56.7081
22.3016,20.7905,56.9079
22.2491,20.8944,56.8565
22.2201,21.0369,56.743
22.1363,21.1537,56.71
21.9427,21.1818,56.8756
21.7086,21.1619,57.1295
21.4283,21.1155,57.4562
21.1344,21.0566,57.809
20.849,20.9964,58.1546
20.5443,20.9271,58.5287
20.2168,20.8349,58.9484
19.8806,20.7315,59.3879
19.576,20.6679,59.7561
19.2861,20.6173,60.0966
19.0343,20.5803,60.3854
18.8027,20.5749,60.6225
18.6054,20.5813,60.8133
18.4526,20.6059,60.9415
18.307,20.5982,61.0948
18.0529,20.5374,61.4097
17.7426,20.4422,61.8152
16.0936,19.2207,64.6857
14.2265,17.8581,67.9154
13.4974,17.4597,69.0429
12.7885,17.1187,70.0927
12.1772,16.811,71.0118
11.917,16.788,71.295
11.633,16.7655,71.6015
11.6758,16.887,71.4372
11.9062,17.0811,71.0127
11.7612,17.1274,71.1114
11.7995,17.2593,70.9412
12.0894,17.4736,70.437
12.1131,17.5786,70.3083
11.9091,17.5871,70.5038
11.9315,17.7027,70.3659
11.9627,17.8128,70.2245
11.9485,17.8861,70.1654
11.9858,17.9957,70.0185
12.0465,18.1075,69.846
12.0529,18.2152,69.7319
12.1671,18.3302,69.5027
12.2351,18.4228,69.3422
12.3629,18.5227,69.1144
12.2003,18.5979,69.2018
12.2477,18.6957,69.0566
12.535,18.7863,68.6787
12.4434,18.846,68.7106
12.5719,18.96,68.4681
12.7596,19.0738,68.1665
12.8639,19.1553,67.9808
12.8535,19.2232,67.9232
12.9142,19.3031,67.7827
13.1153,19.3795,67.5051
13.1641,19.461,67.3749
13.2166,19.5488,67.2346
23.7319,21.4169,54.8512
23.6002,21.4064,54.9933
23.3322,21.3324,55.3354
23.0294,21.2325,55.7381
22.6976,21.1252,56.1772
22.3834,21.0151,56.6015
22.0468,20.8987,57.0545
21.6948,20.7775,57.5277
21.325,20.6495,58.0255
21.0055,20.5308,58.4637
20.6003,20.3902,59.0096
20.2489,20.2782,59.4729
19.916,20.1782,59.9058
19.5937,20.1013,60.3049
19.3542,20.0497,60.5962
19.081,20.0089,60.9102
18.8564,19.9965,61.1471
18.6428,19.9903,61.3669
18.4905,20.0009,61.5085
18.2756,19.9998,61.7246
18.0471,19.9842,61.9687
17.8318,19.9934,62.1748
17.6192,19.9942,62.3866
17.41,19.9673,62.6227
17.1859,19.9449,62.8692
16.9439,19.9184,63.1377
15.1697,18.8984,65.932
13.7105,18.0635,68.2259
13.4039,18.0156,68.5805
13.0182,17.9741,69.0078
12.4538,17.7844,69.7618
12.2854,17.8304,69.8842
12.2724,17.9375,69.7901
12.2165,18.0064,69.7771
12.0755,18.065,69.8594
12.09,18.1887,69.7214
11.983,18.2508,69.7662
11.8473,18.2905,69.8621
11.8974,18.434,69.6685
12.0325,18.5948,69.3727
12.1698,18.7362,69.0941
12.1881,18.8197,68.9922
12.2437,18.9184,68.8379
12.2302,18.9891,68.7807
12.2795,19.0889,68.6317
12.3463,19.1938,68.4599
12.4044,19.2884,68.3073
12.4936,19.4063,68.1001
12.5482,19.4656,67.9861
12.565,19.5383,67.8967
12.718,19.6586,67.6234
12.8321,19.7728,67.3951
12.8332,19.8131,67.3536
13.0327,19.9298,67.0375
13.2596,20.0619,66.6785
13.317,20.1223,66.5607
13.3313,20.1613,66.5074
13.4329,20.2256,66.3415
13.5172,20.2978,66.185
13.6353,20.3878,65.9769
34.9331,24.4193,40.6476
35.4333,24.6855,39.8812
35.7435,24.8444,39.4121
21.7361,20.1812,58.0827
27.1052,22.0928,50.802
27.0846,22.151,50.7644
25.1219,21.4104,53.4676
27.2485,22.5395,50.212
27.1301,22.6894,50.1805
27.0503,22.8125,50.1373
26.6925,22.7961,50.5113
26.1365,22.7165,51.147
25.3745,22.5777,52.0478
24.6467,22.4585,52.8948
23.9612,22.3341,53.7047
23.3694,22.2296,54.401
22.9729,22.1682,54.8589
22.6198,22.1117,55.2686
22.3467,22.0668,55.5865
22.046,22.0015,55.9525
21.7472,21.9141,56.3388
21.4164,21.805,56.7786
21.0733,21.6792,57.2475
20.5312,21.4827,57.9861
19.9202,21.2516,58.8282
19.4138,21.0562,59.53
18.7207,20.7269,60.5524
18.661,20.7868,60.5522
18.0843,20.5324,61.3833
18.1373,20.6523,61.2104
18.9496,21.2009,59.8494
18.6709,21.1623,60.1668
18.3008,21.079,60.6202
17.1599,20.596,62.2441
16.1781,20.1937,63.6283
14.1045,19.1042,66.7913
14.4105,19.346,66.2435
13.7098,18.9833,67.3069
14.4566,19.3989,66.1444
16.8618,20.6479,62.4903
15.5169,20.1481,64.335
14.0804,19.5508,66.3688
13.5357,19.3199,67.1445
14.3827,19.8129,65.8044
13.5774,19.4701,66.9525
13.9914,19.7704,66.2381
13.9825,19.8271,66.1904
13.995,19.9009,66.104
13.3169,19.6584,67.0248
13.4091,19.7539,66.837
13.4672,19.8536,66.6793
13.5749,19.9538,66.4713
13.5647,20.0076,66.4277
13.7106,20.105,66.1843
13.7573,20.1666,66.0761
13.8412,20.2438,65.915
13.8897,20.2943,65.816
13.9947,20.37,65.6352
14.0928,20.4583,65.4489
14.1736,20.5225,65.3038
25.8552,22.1158,52.029
25.7594,22.1482,52.0924
25.5874,22.1649,52.2477
25.4148,22.1898,52.3954
25.2915,22.2269,52.4816
25.1807,22.2667,52.5526
25.055,22.2943,52.6507
24.9193,22.328,52.7528
24.8349,22.3564,52.8087
24.6752,22.346,52.9788
24.5084,22.3279,53.1638
24.3176,22.2962,53.3862
24.1092,22.2551,53.6357
23.9431,22.2129,53.844
23.7015,22.1509,54.1477
23.4205,22.0658,54.5138
23.1228,21.9766,54.9006
22.8815,21.9005,55.2179
22.57,21.7976,55.6324
22.2713,21.6883,56.0405
21.974,21.5964,56.4296
21.6737,21.5075,56.8187
21.4508,21.442,57.1073
21.1447,21.3486,57.5067
20.826,21.2425,57.9314
20.3932,21.0355,58.5714
20.0586,20.8576,59.0838
19.7426,20.7214,59.5359
19.3584,20.5444,60.0972
18.9375,20.3486,60.7139
18.5242,20.1635,61.3123
18.18,20.0086,61.8114
17.7486,19.8178,62.4336
17.3795,19.6782,62.9423
17.028,19.5487,63.4234
16.7902,19.4681,63.7417
16.5184,19.3873,64.0943
16.2237,19.3033,64.473
15.9616,19.2322,64.8062
15.6172,19.1078,65.275
15.4073,19.0539,65.5388
15.1927,19.0212,65.7861
14.9206,18.9723,66.1071
14.6942,18.9366,66.3691
14.5877,18.9551,66.4573
14.4647,18.9684,66.5669
14.4091,19.0058,66.5852
14.3547,19.0307,66.6145
14.3815,19.0889,66.5295
14.3705,19.131,66.4985
14.3627,19.1792,66.4581
14.3484,19.2245,66.4271
14.3044,19.2561,66.4394
14.3695,19.3199,66.3105
14.4404,19.4029,66.1567
14.518,19.4706,66.0115
14.5313,19.5175,65.9513
14.5433,19.5837,65.873
14.4626,19.6327,65.9048
14.4624,19.7066,65.831
23.0571,20.4188,56.524
22.8646,20.4776,56.6578
22.5783,20.5045,56.9172
22.2753,20.5215,57.2032
21.936,20.5061,57.5578
21.7099,20.5069,57.7832
21.4532,20.5116,58.0351
21.2287,20.5284,58.2429
21.012,20.556,58.4319
20.8623,20.5844,58.5532
20.679,20.6114,58.7096
20.5021,20.6428,58.8551
20.352,20.6933,58.9547
20.1952,20.7461,59.0586
20.1063,20.807,59.0867
20.0132,20.8821,59.1047
19.9318,20.9716,59.0967
19.7508,20.9985,59.2507
19.5886,21.0187,59.3927
19.406,21.0454,59.5486
19.3002,21.1103,59.5895
19.2271,21.1939,59.579
19.1857,21.2799,59.5344
19.2031,21.3807,59.4162
19.1678,21.4522,59.38
18.9022,21.375,59.7228
13.8982,18.1408,67.961
11.2349,16.4854,72.2798
10.9178,16.4453,72.6369
10.4066,16.3634,73.23
