6,1,0,0,0,0,0,0,0,0,0,9,2,1,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0
44,29,20,13,7,4,2,2,1,0,0,48,40,30,28,27,22,18,14,13,10,1,0,0,0
55,54,50,43,35,29,22,20,17,15,14,51,44,35,26,19,8,5,4,4,3,0,0,0,0
51,32,9,3,0,0,0,0,0,0,0,50,13,3,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,22,6,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
48,42,19,10,4,3,2,2,2,0,0,46,32,11,6,3,2,0,0,0,0,0,0,0,0
43,38,19,5,0,0,0,0,0,0,0,42,33,21,10,9,7,4,2,1,0,0,0,0,0
12,7,3,2,1,0,0,0,0,0,0,27,11,9,5,5,3,3,3,2,2,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,0,0,0,0,0,0,0,0,0,21,7,3,1,0,0,0,0,0,0,0,0,0,0
26,12,2,0,0,0,0,0,0,0,0,29,16,9,3,2,2,0,0,0,0,0,0,0,0
28,13,3,0,0,0,0,0,0,0,0,35,21,13,8,5,2,1,0,0,0,0,0,0,0
15,8,1,0,0,0,0,0,0,0,0,22,11,5,1,1,0,0,0,0,0,0,0,0,0
25,10,2,1,0,0,0,0,0,0,0,31,18,7,5,3,2,1,1,1,0,0,0,0,0
16,4,0,0,0,0,0,0,0,0,0,24,5,3,1,0,0,0,0,0,0,0,0,0,0
17,4,0,0,0,0,0,0,0,0,0,27,8,3,2,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0
23,13,3,0,0,0,0,0,0,0,0,33,17,13,8,4,3,0,0,0,0,0,0,0,0
52,36,21,11,8,7,7,4,3,0,0,46,33,22,18,14,11,5,4,1,0,0,0,0,0
49,46,39,23,15,11,7,3,2,1,1,45,33,28,24,23,21,18,17,15,14,1,1,0,0
26,19,12,9,5,4,2,0,0,0,0,31,23,19,18,14,12,10,9,7,6,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
33,24,17,17,16,16,16,13,13,12,12,35,29,21,18,17,17,17,16,16,16,7,6,5,5
5,3,1,0,0,0,0,0,0,0,0,5,4,3,2,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
22,14,10,9,8,7,7,6,6,6,6,24,17,13,10,10,10,10,8,8,8,3,3,2,1
20,9,6,3,3,3,2,2,1,1,1,22,13,7,6,6,4,3,3,3,3,0,0,0,0
36,30,25,22,22,20,18,16,15,15,14,36,30,29,25,24,23,22,22,22,22,7,6,6,6
11,3,2,2,2,2,2,2,2,2,2,14,4,3,2,2,2,2,2,2,2,1,1,1,1
7,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0
26,7,3,3,2,2,2,2,2,2,2,45,6,4,3,3,3,3,3,3,2,2,2,1,1
35,33,25,19,15,13,10,8,8,4,0,37,32,20,14,10,9,9,5,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,0,0,0,0,0,0,0,0,0,12,5,2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,3,2,2,2,2,2,2,2,2,40,4,3,3,3,3,3,3,2,2,2,2,1,1
36,30,21,10,1,0,0,0,0,0,0,38,26,9,4,4,4,3,2,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8,2,2,1,0,0,0,0,0,0,19,11,7,3,2,2,2,2,2,2,0,0,0,0
15,7,0,0,0,0,0,0,0,0,0,16,11,3,1,0,0,0,0,0,0,0,0,0,0
39,30,15,11,7,6,4,1,1,1,1,40,34,24,18,15,14,13,10,10,7,0,0,0,0
41,23,17,9,7,4,3,2,1,0,0,44,30,22,21,17,13,10,9,8,6,0,0,0,0
38,25,13,7,0,0,0,0,0,0,0,41,30,23,21,14,12,8,7,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
19,13,9,8,2,1,1,0,0,0,0,24,14,11,9,8,6,5,2,2,2,0,0,0,0
35,26,12,6,3,3,1,0,0,0,0,37,17,6,6,6,4,4,4,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,0,0,0,0,0,0,0,23,4,1,0,0,0,0,0,0,0,0,0,0,0
33,10,2,1,0,0,0,0,0,0,0,40,17,8,4,2,1,1,0,0,0,0,0,0,0
38,16,2,0,0,0,0,0,0,0,0,43,25,14,8,2,1,1,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,16,5,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
30,22,13,7,4,3,0,0,0,0,0,38,26,23,21,16,14,9,8,6,5,0,0,0,0
23,17,16,16,14,11,10,9,8,8,8,21,15,15,15,13,9,7,6,6,5,0,0,0,0
40,19,14,7,5,3,2,2,1,1,1,42,23,18,17,16,14,12,7,6,6,1,0,0,0
34,30,16,9,3,1,1,0,0,0,0,39,32,29,24,18,14,11,8,7,4,0,0,0,0
43,25,12,7,2,2,1,0,0,0,0,50,33,23,19,14,10,8,7,4,4,0,0,0,0
34,15,3,1,0,0,0,0,0,0,0,39,21,11,6,3,3,2,0,0,0,0,0,0,0
33,18,10,8,5,1,0,0,0,0,0,39,23,16,14,10,9,9,8,8,5,0,0,0,0
20,13,3,1,0,0,0,0,0,0,0,24,13,8,4,3,3,2,1,0,0,0,0,0,0
21,15,3,0,0,0,0,0,0,0,0,23,17,12,8,4,1,0,0,0,0,0,0,0,0
10,3,0,0,0,0,0,0,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0
15,3,0,0,0,0,0,0,0,0,0,18,6,2,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
28,14,11,8,6,6,4,3,0,0,0,33,19,14,13,11,10,9,8,7,6,0,0,0,0
31,14,8,4,2,2,2,2,1,1,1,34,21,12,9,8,7,4,4,2,2,1,0,0,0
39,19,3,2,1,0,0,0,0,0,0,40,21,8,4,2,2,2,2,2,1,0,0,0,0
31,26,21,17,2,2,2,2,2,2,2,45,21,9,4,4,4,4,4,3,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,11,9,8,7,5,3,3,2,1,13,13,11,11,11,10,9,9,9,8,2,0,0,0
46,41,35,29,28,27,24,22,18,17,17,49,43,39,35,35,33,29,28,28,28,8,4,0,0
43,34,29,23,20,16,14,14,12,9,8,43,38,33,29,29,28,24,23,22,20,5,2,0,0
8,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
14,3,0,0,0,0,0,0,0,0,0,16,8,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,2,2,1,1,1,1,1,1,1,53,5,2,2,2,2,2,2,2,2,1,1,1,0
45,39,27,18,16,10,9,9,9,8,8,47,42,36,20,16,12,11,9,7,6,0,0,0,0
10,4,0,0,0,0,0,0,0,0,0,23,8,4,4,2,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0
13,7,0,0,0,0,0,0,0,0,0,19,9,6,2,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
18,5,0,0,0,0,0,0,0,0,0,20,8,3,2,0,0,0,0,0,0,0,0,0,0
25,12,1,0,0,0,0,0,0,0,0,35,16,9,1,1,0,0,0,0,0,0,0,0,0
27,15,7,3,1,0,0,0,0,0,0,32,20,13,8,7,5,3,3,3,1,0,0,0,0
32,18,1,0,0,0,0,0,0,0,0,36,24,14,8,2,1,0,0,0,0,0,0,0,0
22,11,4,2,0,0,0,0,0,0,0,26,15,10,7,5,2,2,2,0,0,0,0,0,0
30,17,4,2,0,0,0,0,0,0,0,37,21,17,9,6,4,3,2,2,2,0,0,0,0
36,23,13,6,3,3,2,2,2,1,1,44,31,23,20,15,13,11,8,7,5,1,1,0,0
35,25,13,5,3,3,2,2,2,1,1,46,31,26,23,18,14,12,9,8,5,2,1,0,0
29,19,9,3,2,2,2,2,2,2,1,38,5,4,4,4,4,4,3,2,2,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0,0,18,2,1,1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,2,2,2,2,1,0,0,0,0,16,8,4,3,2,2,2,2,2,2,0,0,0,0
6,5,3,0,0,0,0,0,0,0,0,16,5,5,5,4,3,2,1,0,0,0,0,0,0
22,13,6,4,3,3,3,3,3,3,3,43,15,10,8,5,5,5,5,4,4,2,2,1,1
34,21,14,5,2,2,2,2,2,2,2,46,16,9,4,4,3,2,2,2,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,0,0,0,0,0,0,0,0,0,15,3,2,0,0,0,0,0,0,0,0,0,0,0
10,2,1,0,0,0,0,0,0,0,0,17,4,2,2,1,1,1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,11,3,2,1,1,0,0,0,0,0,0,0,0,0
9,3,2,2,0,0,0,0,0,0,0,11,7,3,2,2,2,2,1,1,0,0,0,0,0
24,7,0,0,0,0,0,0,0,0,0,29,11,5,2,0,0,0,0,0,0,0,0,0,0
14,6,0,0,0,0,0,0,0,0,0,20,8,3,2,0,0,0,0,0,0,0,0,0,0
7,3,0,0,0,0,0,0,0,0,0,11,4,3,1,0,0,0,0,0,0,0,0,0,0
12,6,1,0,0,0,0,0,0,0,0,18,6,6,5,2,0,0,0,0,0,0,0,0,0
14,4,0,0,0,0,0,0,0,0,0,26,11,4,1,1,0,0,0,0,0,0,0,0,0
23,14,2,1,0,0,0,0,0,0,0,36,19,15,11,5,2,2,2,1,0,0,0,0,0
36,20,5,3,1,1,0,0,0,0,0,41,27,18,10,8,6,5,3,3,2,0,0,0,0
47,38,28,22,20,19,19,18,18,14,11,44,35,27,20,14,9,5,3,1,0,0,0,0,0
46,37,27,23,19,10,8,5,5,3,2,50,43,35,31,29,26,25,24,22,20,4,0,0,0
38,25,18,14,10,10,6,6,4,2,1,41,32,23,21,18,18,16,14,12,11,3,0,0,0
44,32,21,15,12,9,8,6,2,0,0,48,36,30,24,22,21,17,15,14,13,1,0,0,0
17,11,10,8,7,6,6,6,4,2,2,25,11,11,11,10,10,9,8,8,7,2,0,0,0
36,27,14,11,9,9,7,4,2,1,1,38,29,25,19,16,13,11,10,9,9,1,1,0,0
23,11,6,2,1,1,0,0,0,0,0,26,13,9,6,6,4,2,2,1,1,0,0,0,0
19,13,9,5,3,0,0,0,0,0,0,22,16,12,11,9,7,5,4,4,3,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,0,0,0,0,0,0,0,0,5,3,2,2,1,1,0,0,0,0,0,0,0,0
23,17,6,5,3,2,1,0,0,0,0,30,19,14,10,7,5,5,5,5,4,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,20,6,1,0,0,0,0,0,0,0,0,0,0,0
34,13,1,0,0,0,0,0,0,0,0,38,23,13,8,2,1,0,0,0,0,0,0,0,0
53,40,21,12,11,8,7,5,5,4,4,41,26,16,11,9,6,4,2,1,1,0,0,0,0
33,22,3,2,1,0,0,0,0,0,0,33,25,18,10,3,2,2,2,1,1,0,0,0,0
27,14,5,3,2,2,1,0,0,0,0,34,18,12,7,5,4,4,3,3,2,0,0,0,0
36,23,10,7,5,3,0,0,0,0,0,37,28,19,15,11,10,7,6,6,6,0,0,0,0
27,14,3,2,1,0,0,0,0,0,0,35,16,7,4,3,3,3,2,2,2,0,0,0,0
35,21,11,8,6,2,2,1,0,0,0,42,25,19,15,11,10,8,8,7,7,0,0,0,0
34,15,4,1,0,0,0,0,0,0,0,38,25,11,9,5,4,2,0,0,0,0,0,0,0
16,4,0,0,0,0,0,0,0,0,0,24,7,3,0,0,0,0,0,0,0,0,0,0,0
24,7,1,0,0,0,0,0,0,0,0,30,13,5,2,1,1,0,0,0,0,0,0,0,0
13,2,0,0,0,0,0,0,0,0,0,22,3,2,1,0,0,0,0,0,0,0,0,0,0
25,11,5,3,0,0,0,0,0,0,0,36,15,11,8,5,4,3,3,2,1,0,0,0,0
19,7,4,3,0,0,0,0,0,0,0,31,12,7,5,5,4,3,3,1,1,0,0,0,0
35,23,5,0,0,0,0,0,0,0,0,44,31,24,16,10,8,5,2,0,0,0,0,0,0
47,42,31,24,18,12,9,7,6,5,4,50,47,43,39,39,35,31,30,28,25,4,3,1,0
45,37,24,13,8,0,0,0,0,0,0,41,27,15,10,5,3,0,0,0,0,0,0,0,0
39,26,12,10,7,7,5,5,2,2,2,40,34,21,15,13,12,10,10,10,10,3,0,0,0
10,4,1,0,0,0,0,0,0,0,0,19,6,3,2,2,0,0,0,0,0,0,0,0,0
36,26,20,18,16,15,12,10,8,6,4,38,31,26,23,20,19,18,18,16,16,6,2,0,0
48,32,16,13,9,9,7,7,5,5,5,48,36,26,18,16,14,13,12,10,10,3,2,1,0
38,26,21,18,17,17,15,15,12,12,11,40,30,26,25,20,18,18,18,18,17,6,4,2,0
45,34,29,25,23,22,22,21,19,18,17,49,38,32,29,26,26,26,25,25,23,9,7,4,1
5,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,3,3,3,3,3,2,2,1,32,4,4,4,4,4,4,3,3,3,3,1,0,0
50,40,19,7,2,0,0,0,0,0,0,51,34,6,2,2,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,3,1,1,0,0,0,0,0,0,24,12,7,6,3,3,2,1,1,1,0,0,0,0
34,20,7,3,3,3,2,1,1,0,0,39,31,20,12,8,7,5,5,4,3,1,0,0,0
46,31,19,9,3,1,0,0,0,0,0,44,27,15,13,5,1,1,1,1,1,0,0,0,0
