18.08,1
28.29,4
27.52,4
22.21,3
25.45,4
19.16,1
20.77,2
12.74,0
12.13,0
15.62,0
14.39,0
23.94,3
14.04,0
13.94,0
17.27,0
19.41,1
15.29,0
15.1,0
14.85,0
14.75,0
20.2,2
22.06,3
18.2,1
16.3,0
15.27,0
15.42,0
16.64,0
15.63,0
25.31,4
17.42,0
28.01,4
32.56,4
15.34,0
19.17,1
14.42,0
15.62,0
14.2,0
24.93,4
13.73,0
12.56,0
11.43,0
12.76,0
11.92,0
12.43,0
27.57,4
14.42,0
20.37,2
17.29,0
19.16,1
18.37,1
12.63,0
15.28,0
14.49,0
14.89,0
11.34,0
10.78,0
21.15,2
11.97,0
20.08,2
21.09,2
19.1,1
32.21,4
22.87,3
19.64,1
29.1,4
14.39,0
25.97,4
16.98,0
12.85,0
19.91,1
16.16,0
32.86,4
18.64,1
17.15,0
12.9,0
19.74,1
15.84,0
16.19,0
14.66,0
29.05,4
16.48,0
27.19,4
24.57,4
25.8,4
25.28,4
