15.49,1.0
13.03,4.0
21.59,4.0
11.38,3.0
15.45,4.0
13.35,1.0
15.14,2.0
17.2,0.0
15.68,0.0
17.14,0.0
16.23,0.0
22.91,3.0
19.02,0.0
19.32,0.0
17.95,0.0
18.35,1.0
17.42,0.0
18.86,0.0
17.93,0.0
16.98,0.0
18.6,2.0
21.43,3.0
19.88,1.0
19.02,0.0
17.9,0.0
17.69,0.0
17.59,0.0
17.09,0.0
24.67,4.0
19.39,0.0
19.2,4.0
15.31,4.0
20.61,0.0
17.97,1.0
16.97,0.0
18.16,0.0
21.71,0.0
24.79,4.0
19.43,0.0
18.32,0.0
17.36,0.0
19.18,0.0
16.43,0.0
15.81,0.0
26.28,4.0
16.28,0.0
19.5,2.0
17.16,0.0
18.34,1.0
19.75,1.0
16.49,0.0
14.47,0.0
14.63,0.0
12.16,0.0
17.44,0.0
17.39,0.0
17.81,2.0
14.38,0.0
13.24,2.0
13.88,2.0
13.59,1.0
29.78,4.0
12.62,3.0
13.02,1.0
24.95,4.0
14.63,0.0
18.94,4.0
15.41,0.0
16.9,0.0
19.56,1.0
17.47,0.0
24.06,4.0
12.86,1.0
16.88,0.0
17.61,0.0
18.61,1.0
18.0,0.0
20.73,0.0
18.76,0.0
23.32,4.0
17.34,0.0
24.04,4.0
13.81,4.0
14.12,4.0
12.61,4.0
16.16,4.0
13.07,4.0
14.78,2.0
14.68,3.0
14.03,1.0
17.07,3.0
18.36,4.0
15.11,1.0
18.21,3.0
17.07,2.0
15.88,0.0
17.32,2.0
18.25,0.0
18.92,2.0
18.58,0.0
22.67,3.0
16.54,0.0
21.63,1.0
18.33,2.0
22.28,4.0
17.98,0.0
16.54,0.0
18.44,0.0
19.37,0.0
17.98,0.0
18.64,0.0
17.47,0.0
18.55,0.0
18.98,0.0
24.6,4.0
25.18,4.0
23.12,3.0
18.99,0.0
22.56,3.0
16.84,0.0
17.54,0.0
20.37,0.0
