140,102,63,34,23,16,14,9,7,4,3,193,103,70,49,38,34,28,19,16,13,2,1,0,0,1
60,45,18,10,6,5,4,2,1,1,1,120,45,25,15,11,9,7,7,6,6,0,0,0,0,0
241,161,94,50,31,17,8,4,1,0,0,304,187,146,115,96,73,58,44,37,32,2,0,0,0,1
156,110,67,42,32,28,28,25,24,24,24,238,120,79,56,48,43,42,42,38,34,13,12,7,3,1
116,67,38,24,13,8,5,5,4,2,2,182,84,59,45,37,31,26,21,20,16,2,0,0,0,0
78,25,0,0,0,0,0,0,0,0,0,129,25,6,2,0,0,0,0,0,0,0,0,0,0,0
234,104,27,5,1,0,0,0,0,0,0,344,156,91,51,35,23,9,6,4,2,0,0,0,0,2
214,116,84,71,64,59,50,41,39,37,36,280,144,108,92,85,78,73,68,66,65,19,17,15,14,1
49,7,0,0,0,0,0,0,0,0,0,161,12,3,1,0,0,0,0,0,0,0,0,0,0,0
158,94,48,30,16,11,8,3,2,1,1,204,119,80,65,49,42,34,29,24,17,0,0,0,0,1
122,42,9,1,0,0,0,0,0,0,0,206,70,38,23,12,8,4,2,1,0,0,0,0,0,1
358,188,86,50,26,16,11,8,3,3,3,400,235,158,122,93,77,63,49,39,31,3,1,1,1,2
138,91,77,63,58,52,44,40,34,29,27,231,107,86,77,77,73,64,62,61,58,16,7,0,0,1
277,133,37,14,5,4,2,2,2,1,1,359,189,120,78,50,33,26,20,16,10,1,1,0,0,2
52,19,10,5,4,4,3,2,2,2,2,140,26,18,16,10,9,8,7,5,5,1,1,1,1,0
170,70,11,6,1,1,0,0,0,0,0,288,106,64,38,21,11,10,6,5,2,0,0,0,0,1
304,194,115,84,64,47,36,27,17,8,6,362,239,179,145,121,107,91,82,75,68,11,1,0,0,2
379,206,78,50,31,17,9,6,4,3,2,464,265,180,127,93,80,63,54,45,41,2,1,0,0,2
246,159,106,87,75,73,64,61,48,45,41,314,191,142,119,102,94,90,86,82,79,29,16,7,1,3
72,28,7,1,1,0,0,0,0,0,0,116,44,25,15,8,7,4,3,2,1,0,0,0,0,0
234,111,47,21,11,5,1,1,1,1,0,292,163,103,69,52,37,30,24,18,12,1,0,0,0,1
383,248,117,51,18,7,2,1,0,0,0,436,298,226,171,130,102,75,52,34,21,0,0,0,0,2
295,192,120,84,70,62,50,42,36,32,26,329,226,172,145,119,107,99,86,76,74,17,12,8,4,2
213,121,57,35,26,23,18,16,13,10,6,272,154,106,78,62,48,40,34,32,30,8,1,0,0,1
406,235,121,93,79,67,55,43,40,32,26,447,282,187,143,117,108,100,92,88,79,21,8,0,0,3
