67,-11,3883.61,21.9532,1.53487,-0.0000352,-0.0225104
67,-10,4251.52,19.8229,2.72495,-0.0000334,-0.0177795
67,-10,2389.35,19.725,-0.0805379,-0.0000428,-0.0171654
67,-10,1541.04,14.3412,-2.72993,-0.0000369,-0.011375
68,-10,35440.8,30.2954,14.2279,-0.0000384,0.125533
68,-10,36915.9,30.1346,13.5076,-0.0000393,0.156353
68,-9,30847.6,29.7834,13.4784,-0.0000379,0.20596
68,-9,25443.5,29.6115,13.1765,-0.0000368,0.265089
68,-9,25505.6,29.726,12.7984,-0.0000369,0.333619
68,-9,24531.6,29.6669,12.6239,-0.0000338,0.42405
69,-9,22169.9,29.4616,12.3751,-0.0000459,0.537243
69,-9,21645.7,29.4418,12.3395,-0.0000413,0.674369
69,-8,20671.8,29.4011,12.0915,-0.0000347,0.850882
69,-8,20615.4,29.3517,12.1103,-0.000042,1.06366
69,-8,19572.1,29.1124,11.9662,-0.000038,1.33836
69,-8,18587.4,28.8899,11.7874,-0.0000426,1.68175
70,-8,17940.3,28.529,11.6145,-0.000041,2.10543
70,-7,17150.6,28.1309,11.444,-0.0000269,2.63879
70,-7,16372.7,27.7129,11.2576,-0.0000306,3.31905
70,-7,15352.4,27.0968,11.0061,-0.0000375,4.18681
70,-7,14361.1,26.4903,10.7642,-0.0000355,5.29653
70,-7,13484,25.8348,10.5132,-0.0000262,6.71651
71,-6,12646,25.1872,10.2643,-0.0000365,8.52473
71,-6,11921.5,24.6064,10.0726,-0.0000314,10.8209
71,-6,11329.7,24.1306,9.91304,-0.0000306,13.7253
71,-6,10896.2,23.7559,9.7933,-0.0000185,17.3273
71,-6,10492.9,23.4785,9.71521,-0.0000136,21.8456
71,-6,10224.9,23.3485,9.69492,-0.00000848,27.3449
71,-5,10023.2,23.3201,9.70646,-0.00000297,34.0198
72,-5,9898.12,23.401,9.75949,0.0000063,42.0034
72,-5,9802.2,23.5304,9.82048,0.000011,51.5356
72,-5,9739.54,23.693,9.89623,0.0000252,62.7688
72,-5,9686.48,23.8329,9.95735,0.0000288,75.841
72,-4,9609.45,23.9357,9.99761,0.0000494,91.0334
72,-4,9519.27,24.0212,10.0258,0.0000575,108.556
73,-4,9414.88,24.0662,10.0312,0.0000753,128.643
73,-4,9282.86,24.0652,10.0196,0.0000991,151.712
73,-4,9115.17,23.9869,9.96753,0.00011317,177.971
73,-3,8899.82,23.8349,9.88429,0.000180617,209.507
73,-3,8665.18,23.6063,9.7775,0.000211248,243.337
73,-3,8425.39,23.3552,9.65702,0.000206124,281.317
73,-3,8180.8,23.0973,9.54417,0.00024101,324.083
74,-3,7945.59,22.8334,9.41829,0.000286525,371.857
74,-2,7723.83,22.5853,9.31243,0.000304796,425.062
74,-2,7519.39,22.3488,9.21177,0.000342065,483.852
74,-2,7326.19,22.1125,9.11541,0.000381699,548.634
74,-2,7140.94,21.8677,9.01348,0.000427235,619.489
74,-2,6968.38,21.6109,8.90975,0.00046006,697.132
75,-2,6806.77,21.3538,8.81035,0.000504974,781.416
75,-1,6656.97,21.0916,8.70885,0.000531699,872.334
75,-1,6514.68,20.8413,8.61542,0.000512511,974.183
75,-1,6385.76,20.5929,8.51848,0.000640947,1080.2
75,-1,6264.01,20.3459,8.4241,0.000723525,1193.84
75,-1,6152.97,20.111,8.33954,0.000721989,1316.14
75,0,6050.67,19.8882,8.25828,0.000778366,1446.02
76,0,5956.08,19.6772,8.18107,0.000883374,1584.18
76,0,5870.94,19.4911,8.10913,0.000884209,1729.98
76,0,5794.68,19.3204,8.05239,0.000894889,1883.86
76,0,5718.93,19.1483,7.99114,0.00100338,2047.1
76,0,5648.54,18.9788,7.92857,0.000976527,2219.84
76,0,5587.29,18.8385,7.88629,0.00113408,2401.32
76,0,5525.95,18.6878,7.83608,0.00115682,2593.08
77,0,5463.2,18.5303,7.78385,0.00136967,2796.17
77,0,5401.58,18.353,7.72457,0.00124543,3012.31
77,1,5339.37,18.1762,7.66375,0.00131766,3241.65
77,1,5283.79,18.0162,7.61023,0.00154168,3483.47
77,1,5224.23,17.8215,7.54339,0.00160274,3740.38
77,1,4886.72,16.2499,6.90707,0.001393,4224.8
78,1,4591.88,14.883,6.36091,0.00219276,4767.46
78,2,4435.92,14.1748,6.08747,0.00215305,5279.1
78,2,4302.49,13.5492,5.84906,0.00220509,5856.26
78,2,4200.35,13.0414,5.66745,0.00294593,6453.67
78,2,4147.51,12.7784,5.58203,0.0022555,7034.04
78,2,4100.56,12.5358,5.50324,0.00265361,7670.34
78,3,4057.67,12.3008,5.43184,0.00345571,8368.79
79,3,4028.92,12.1322,5.38537,0.00408538,9069.13
79,3,4009.68,12.0097,5.35634,0.00364255,9783.98
79,3,3986.5,11.8534,5.31829,0.00365596,10611.1
79,3,3978.82,11.7871,5.30993,0.00407327,11367.6
79,4,3978.3,11.7695,5.31919,0.00447467,12105.7
79,4,3978.8,11.7478,5.33098,0.00444691,12941.9
79,4,3975.4,11.7069,5.33258,0.00490036,13864.6
80,4,3972.93,11.6744,5.3382,0.00533212,14833.5
80,4,3974.57,11.6698,5.34888,0.00543558,15741.5
80,5,3980.66,11.6983,5.37534,0.0053721,16679
80,5,3986.62,11.7335,5.39993,0.00578433,17606.6
80,5,3996.5,11.7767,5.43077,0.00669906,18570.7
80,5,4008.3,11.8387,5.47149,0.00676328,19635.4
80,5,4022.18,11.9169,5.51147,0.00695065,20589.9
81,6,4036.77,12.0164,5.55664,0.00710995,21409.9
