67,-10,4129.78,22.8529,2.03824,-0.0000563,-0.0339052
67,-10,3141.48,20.8499,0.154995,-0.0000551,-0.0311857
67,-10,2639.98,19.9306,0.477391,-0.0000569,-0.0260749
67,-10,2410.27,19.1001,-2.92224,-0.0000538,-0.0203744
67,-10,1301.56,10.4338,-7.59957,-0.000062,-0.0123493
68,-9,43767.7,32.0553,13.8854,-0.0000514,0.3428
68,-9,34720.5,31.6505,13.675,-0.0000552,0.44309
68,-9,31288.4,31.5252,13.4064,-0.000057,0.562129
68,-9,28491.1,31.2733,13.256,-0.0000632,0.711021
68,-9,27762.8,31.2994,13.1131,-0.0000557,0.895514
68,-8,25981,31.1497,12.8538,-0.0000533,1.1241
69,-8,24121.8,30.905,12.7369,-0.0000541,1.41483
69,-8,23417.5,30.7063,12.5701,-0.0000525,1.76506
69,-8,22082.3,30.4503,12.4413,-0.0000571,2.216
69,-8,21154.5,30.1314,12.2897,-0.0000543,2.76912
69,-8,20174.5,29.8488,12.152,-0.0000504,3.47404
69,-7,19045,29.4509,11.9991,-0.000049,4.3519
69,-7,18068.7,29.104,11.8412,-0.0000503,5.46637
70,-7,17181.3,28.7348,11.7117,-0.0000579,6.85865
70,-7,16441.5,28.4472,11.5976,-0.0000529,8.62138
70,-7,15702,28.1099,11.5095,-0.0000567,10.8429
70,-6,15076.2,27.7776,11.3971,-0.0000355,13.6112
70,-6,14499.8,27.4842,11.3172,-0.0000479,17.0969
70,-6,13959.8,27.1863,11.2347,-0.0000235,21.3995
71,-6,13517.9,26.9936,11.1759,-0.0000279,26.6827
71,-6,13118.2,26.8503,11.1395,-0.0000218,33.1252
71,-5,12811.1,26.8285,11.1523,-0.0000168,40.8416
71,-5,12578.7,26.9128,11.1932,-0.0000074,49.9659
71,-5,12398.9,27.0546,11.2627,0.000000466,60.7285
71,-5,12183.2,27.1779,11.307,0.0000177,73.3171
72,-5,12025.3,27.3453,11.3729,0.0000311,87.8327
72,-5,11859.3,27.4992,11.4263,0.0000349,104.456
72,-4,11693,27.6502,11.4733,0.0000452,123.375
72,-4,11462.8,27.7105,11.4868,0.0000677,145.014
72,-4,11072.4,27.4912,11.3764,0.0000828,170.233
72,-4,10474.9,26.8466,11.1003,0.000152124,201.732
72,-4,9903.48,26.1211,10.7906,0.000164502,236.192
73,-3,9399.77,25.5274,10.5397,0.000187397,274.949
73,-3,9008.26,25.0889,10.3548,0.00020594,317.779
73,-3,8680.7,24.7413,10.2166,0.000240871,365.331
73,-3,8429.64,24.5039,10.1154,0.000248,418.575
73,-3,8184.26,24.2174,10.0093,0.000295707,476.295
73,-2,7957.61,23.9195,9.8891,0.000319027,539.183
74,-2,7744.3,23.5952,9.76483,0.000392807,607.47
74,-2,7557.8,23.3045,9.64596,0.000417903,684.276
74,-2,7350.03,22.9153,9.49207,0.000451626,767.232
74,-2,7137.06,22.4732,9.32249,0.000476263,858.766
74,-1,6916.33,21.9817,9.13177,0.000386528,963.073
74,-1,6725.64,21.5667,8.96168,0.000576972,1076.34
74,-1,6533.07,21.0906,8.77836,0.000465686,1197.09
75,-1,6351.17,20.6415,8.60465,0.000636439,1327.32
75,-1,6182.08,20.2014,8.44147,0.000678304,1468.71
75,0,6023.91,19.7788,8.27995,0.000800546,1620.58
75,0,5890.33,19.43,8.14712,0.00086555,1786.33
75,0,5758.29,19.0505,7.99927,0.000845401,1960.88
75,0,5631.84,18.689,7.86822,0.000854446,2148.1
76,0,5523.4,18.3687,7.75074,0.00103203,2344.63
76,0,5439.95,18.1409,7.66613,0.001259,2554.13
76,0,5352.33,17.8754,7.56871,0.00111885,2773.56
76,0,5272.34,17.6307,7.48486,0.00131328,3004.5
76,0,5201.78,17.4078,7.40655,0.00120041,3248.09
76,0,5138.06,17.202,7.33813,0.00142132,3505.86
76,0,5058.08,16.921,7.23052,0.00157912,3797.95
77,1,4770.3,15.6116,6.71012,0.00195771,4303.1
77,1,4565.37,14.6586,6.3322,0.00228085,4811.17
77,1,4478.57,14.2729,6.18712,0.00229391,5248.58
77,1,4374.48,13.7905,6.00768,0.00205511,5784.3
77,1,4304.7,13.4578,5.88727,0.00306102,6302.04
77,2,4257.7,13.2338,5.81346,0.00282532,6827.09
77,2,4219.57,13.0418,5.75312,0.00316351,7378.32
78,2,4184.49,12.8545,5.69665,0.00238185,7977.04
78,2,4166.95,12.7667,5.67449,0.00339077,8581.47
78,2,4148.54,12.6675,5.65221,0.0034703,9201.24
78,3,4134.2,12.581,5.63634,0.00382007,9865.54
78,3,4125.03,12.531,5.6318,0.00365373,10535.9
78,3,4126.14,12.5483,5.647,0.00406443,11169.6
78,3,4121.26,12.5171,5.64924,0.00415582,11872.5
79,3,4120.91,12.5156,5.6603,0.00462998,12538.6
79,4,4115.72,12.4893,5.66317,0.00463411,13275.5
79,4,4127.18,12.5828,5.7024,0.00512598,13824.2
79,4,4131.1,12.6033,5.72237,0.00549897,14563.3
79,4,4133.87,12.6169,5.73901,0.00563882,15356.8
79,4,4138.75,12.6442,5.76473,0.00650016,16245.9
80,5,4142.32,12.6819,5.7853,0.00626689,17014.6
80,5,4153.07,12.7545,5.82338,0.00582885,17846.3
80,5,4156.47,12.7778,5.84042,0.00694932,18791.3
80,5,4159.46,12.7883,5.85706,0.00767115,19817.9
80,5,4166.18,12.8389,5.8828,0.00777506,20623.9
80,6,4184.18,12.9658,5.93274,0.00744319,21266.4
80,6,4194.84,13.0452,5.97075,0.0078538,22083.9
81,6,4203.63,13.1117,5.99791,0.0086182,22962
81,6,4215.98,13.1918,6.03782,0.00939514,23910.2
81,6,4227.6,13.2712,6.07498,0.00955527,24944
81,7,4245.13,13.3869,6.1234,0.010119,25897.4
81,7,4257.89,13.4677,6.16336,0.0112076,27225.9
81,7,4269.94,13.5496,6.19847,0.0092172,28293.6
81,7,4281.02,13.62,6.22801,0.0106628,29380.9
82,7,4300.2,13.7489,6.28706,0.0109026,30530.5
82,8,4316.92,13.8551,6.33155,0.0133414,31579
82,8,4327.64,13.9355,6.36734,0.0108664,32796.9
