11624.8,11.2544,0.0000747,17.2,27.7286
11495.5,11.323,0.0000799,17.2,27.8788
11311.6,11.3585,0.000095,17.1,27.9718
11096.8,11.3708,0.0001145,17.1,28.0132
10838.9,11.3524,0.000116404,17.1,27.9766
10546.2,11.3007,0.000131168,17.2,27.8568
10180.1,11.1992,0.000165604,17.2,27.6092
9852.96,11.088,0.00016807,17.2,27.3443
9535.61,10.964,0.000184074,17.2,27.0486
9244.17,10.8439,0.000206661,17.2,26.7432
8962.07,10.7188,0.000229391,17.2,26.425
8756.01,10.6205,0.000250684,17.2,26.2135
8555.97,10.5236,0.000262683,17.2,25.9678
8361.64,10.4231,0.000284701,17.2,25.7281
8170.48,10.3238,0.0003375,17.2,25.4733
8019.31,10.2466,0.000337154,17.2,25.296
7845.22,10.1467,0.000383454,17.2,25.0411
7683.68,10.049,0.000389609,17.2,24.8002
7534.44,9.96262,0.000413003,17.2,24.5727
7387.45,9.86962,0.00042333,17.2,24.333
7269.84,9.7968,0.000482316,17.1,24.1657
7130.53,9.70441,0.000482629,17.1,23.914
7002.63,9.60602,0.000549698,17.1,23.6656
6879.69,9.51467,0.000538439,17.1,23.4168
6780.98,9.43828,0.000629671,17.1,23.2356
6649.27,9.32574,0.000665238,17.1,22.9274
6530.26,9.22207,0.000692691,17.2,22.6491
6419.68,9.12804,0.000773922,17.2,22.377
6315.99,9.02713,0.000839029,17.2,22.107
6235.87,8.95566,0.000860435,17.2,21.9305
6145.46,8.86962,0.000909348,17.2,21.6877
6058.62,8.79021,0.00101154,17.2,21.4527
5973.07,8.70699,0.00107951,17.2,21.2107
5895.4,8.63,0.0010708,17.2,20.9905
5836.14,8.57711,0.00124085,17.2,20.8351
5768.33,8.50622,0.00122025,17.2,20.6293
5706.53,8.44674,0.00122502,17.2,20.4374
5647.13,8.38541,0.00134659,17.2,20.2552
5597.06,8.33309,0.00141219,17.2,20.1024
5532.85,8.22389,0.00175399,17.2,19.8261
5394.67,7.91581,0.00168861,17.2,19.0536
5291.06,7.70381,0.0019818,17.2,18.5261
5239.24,7.63654,0.00199936,17.2,18.3345
5171.67,7.52677,0.00202695,17.2,18.0422
5118.21,7.42907,0.00238754,17.1,17.8045
5079.14,7.38131,0.00219934,17.1,17.6688
5017.84,7.28448,0.00242136,17.1,17.4274
4938.16,7.15184,0.0025553,17.1,17.0901
4858.86,7.01831,0.00266993,17.1,16.7439
4777.86,6.88276,0.00280983,17.1,16.4206
4726.48,6.80603,0.0031704,17.1,16.2188
4685.47,6.74881,0.00320817,17.1,16.0599
4668.2,6.73315,0.00335398,17.1,16.0067
4642.44,6.70354,0.00370962,17.1,15.9223
4651.25,6.73805,0.00374518,17.1,16.0037
4618.93,6.69666,0.00405116,17.1,15.8859
4570.48,6.62097,0.0042002,17.1,15.6763
4526.48,6.55006,0.00472271,17.1,15.4862
4479.66,6.47434,0.00463754,17.2,15.2791
4419.31,6.3712,0.00492176,17.2,15.0194
4377.09,6.30201,0.00517992,17.2,14.8248
4340.34,6.24256,0.0050534,17.2,14.6596
4334.06,6.23921,0.0054667,17.3,14.6422
4340.26,6.26482,0.00606152,17.3,14.7075
4353.02,6.29918,0.00563652,17.3,14.7905
4377.24,6.35402,0.00617156,17.3,14.9268
4353.9,6.32502,0.00667027,17.3,14.8265
4309.36,6.24275,0.00676481,17.4,14.5961
4298.48,6.23093,0.00731249,17.4,14.5558
4269.63,6.17768,0.00781228,17.4,14.3974
4265.78,6.17976,0.00850255,17.4,14.3869
4264.85,6.1868,0.0087268,17.4,14.3896
4266.31,6.19783,0.00878369,17.4,14.4073
4267.09,6.21011,0.00867258,17.4,14.4227
4253.74,6.18941,0.00928984,17.4,14.3489
4247.94,6.18511,0.00953667,17.5,14.3157
4244.82,6.1887,0.00998795,17.5,14.3042
4234.6,6.17163,0.0110104,17.6,14.2443
4228.29,6.1664,0.0118323,17.6,14.2089
4234.6,6.18916,0.0116625,17.6,14.2492
4233.55,6.19088,0.0124399,17.7,14.2473
4241.46,6.21623,0.012334,17.8,14.3056
4249.93,6.23803,0.0144425,17.8,14.3679
4259.12,6.26658,0.0145352,17.9,14.4301
4251.05,6.25715,0.0140533,17.9,14.3739
4238.6,6.23775,0.0156988,18,14.2971
4237.11,6.23629,0.0161108,18.1,14.2838
4247.53,6.26459,0.0163247,18.2,14.3502
4253.93,6.28395,0.0172117,18.2,14.3897
4249.03,6.27914,0.018311,18.3,14.3535
4245.24,6.27413,0.0175948,18.4,14.3335
4253.92,6.29935,0.0173987,18.4,14.397
4264.04,6.32915,0.0183778,18.5,14.4633
4271.66,6.34707,0.0182455,18.6,14.5145
4279.44,6.36789,0.0188265,18.7,14.5596
4282.53,6.38365,0.0210186,18.8,14.5842
4289.86,6.40199,0.0212559,18.8,14.6313
4303.82,6.43763,0.0226622,18.9,14.7228
4312.57,6.46196,0.0230955,19,14.7779
4320.94,6.48446,0.023758,19.1,14.8235
4327.23,6.50145,0.0247578,19.1,14.859
4337.76,6.52778,0.0253352,19.2,14.9291
4354.7,6.56809,0.0266771,19.2,15.0519
4364.56,6.59405,0.0281614,19.2,15.1238
4369.98,6.60983,0.0296963,19.3,15.1604
4375.01,6.62324,0.0298414,19.3,15.1963
4381.45,6.63955,0.0305688,19.3,15.2349
4396.22,6.67616,0.0316696,19.4,15.3227
4406.31,6.70036,0.0323516,19.4,15.4061
4410.83,6.71344,0.0339349,19.5,15.4407
4418.84,6.73577,0.0354704,19.6,15.5015
4454.11,6.80983,0.0367836,19.6,15.7537
4468.33,6.8413,0.0381367,19.7,15.8636
4465.36,6.83948,0.0387851,19.7,15.8399
4474.76,6.86177,0.0391937,19.8,15.9081
4477.64,6.87275,0.0402803,19.8,15.927
4487.79,6.89873,0.0424328,19.9,15.9946
4496.45,6.92065,0.0425621,19.9,16.0505
4508.43,6.94877,0.0443723,19.9,16.1291
4520.49,6.97806,0.0445484,19.9,16.2213
4525.79,6.98942,0.0457588,19.9,16.2541
4537.91,7.02354,0.0487266,20,16.3437
4540.45,7.03059,0.0500045,20,16.3547
4546.03,7.04718,0.0527572,20,16.3938
4558.24,7.07281,0.0525377,19.9,16.4737
4568.13,7.09618,0.0536767,19.9,16.5386
4585.17,7.1354,0.0568661,19.9,16.6416
4593.55,7.16132,0.0580445,19.8,16.7013
4604.93,7.1872,0.0621038,19.8,16.7565
4613.41,7.2105,0.0621329,19.8,16.8104
4622.27,7.22734,0.0643229,19.8,16.8801
4636.1,7.26076,0.0655752,19.8,16.9788
4645.22,7.28157,0.0657541,19.9,17.0441
4649.79,7.2888,0.0649858,19.9,17.0833
4654.15,7.30018,0.0654256,20,17.1248
4663.69,7.31871,0.0692932,20.1,17.1732
4673.51,7.34121,0.0716217,20.1,17.2582
4688.11,7.37787,0.0721363,20.1,17.3438
