6099.46,10.478,0.0000161,14,27.9783
5924.02,12.3139,0.0000104,14,27.6388
5323.93,8.44109,0.0000216,14,26.6977
5172.43,9.43891,0.0000129,13.9,25.0391
5170.89,7.10668,0.0000147,13.9,25.7726
5269.58,6.9735,0.0000164,13.8,25.7688
5020.17,7.2802,0.0000177,13.8,24.9798
5515.4,6.54384,0.0000209,13.7,43.8175
5711.2,7.47243,0.0000144,13.7,24.9297
5336.72,9.30298,0.0000183,13.7,24.9544
5344.51,7.99063,0.000022,13.6,24.9914
5287.78,7.91991,0.0000166,13.6,26.344
5778.52,8.7684,0.0000148,13.6,25.1026
5388.5,6.54134,0.00000803,13.6,21.3899
5803.88,7.79785,0.0000141,13.6,26.6512
5076.76,7.86254,0.0000129,13.6,25.5824
5574.05,10.1288,0.0000122,13.6,26.4169
6410.8,10.5732,0.0000136,13.6,27.0787
5838.87,10.3554,0.0000146,13.6,26.3633
5815.58,8.55618,0.0000145,13.6,25.6811
6994.49,10.1828,0.0000142,13.6,24.7457
6328.28,9.29276,0.0000114,13.6,25.3268
6438.02,9.01256,0.0000214,13.6,24.1981
6657.85,8.06242,0.0000157,13.6,24.4614
7053.33,9.16057,0.0000164,13.6,24.7582
6723.57,8.58447,0.00000917,13.6,23.8679
6778.12,7.68269,0.0000136,13.5,22.4469
6997.26,8.04151,0.0000216,13.6,23.0368
7325.72,8.57865,0.00000939,13.5,22.5666
7242.17,9.06049,0.0000161,13.6,22.3795
7556.58,8.7949,0.0000191,13.5,21.9276
7904.77,8.45788,0.0000226,13.5,21.8795
7438.91,8.83512,0.0000157,13.5,21.5912
7871.51,8.79912,0.0000126,13.5,21.5407
8136.74,8.76492,0.0000141,13.5,21.2712
8058.78,8.58537,0.0000136,13.5,20.9237
8108.38,8.96905,0.00001,13.5,21.1063
8137.63,8.74663,0.00001,13.5,21.0195
8295.38,8.92562,0.0000124,13.5,21.2382
8243.75,8.91768,0.0000135,13.5,21.085
8383.74,8.98198,0.0000117,13.5,21.317
8487.99,9.0257,0.0000169,13.5,21.4709
8500.71,9.07992,0.0000136,13.5,21.5528
8636.08,9.10151,0.0000125,13.5,21.7862
8621.43,9.14479,0.0000201,13.5,21.8129
8634.56,9.10613,0.0000129,13.6,21.8407
8673.19,9.0874,0.0000175,13.6,21.8164
8563.24,9.02532,0.0000132,13.6,21.7318
8449.47,8.92786,0.0000189,13.5,21.5296
8301.13,8.76787,0.0000115,13.5,21.1914
8078.55,8.59773,0.0000176,13.5,20.7615
7826.32,8.40277,0.0000121,13.5,20.2829
7543.13,8.16748,0.0000176,13.5,19.7523
7269.5,7.96773,0.0000254,13.5,19.2678
7014.15,7.77816,0.0000206,13.5,18.7646
6783.98,7.60714,0.0000262,13.5,18.327
6599.75,7.49278,0.0000339,13.4,17.9702
6439.84,7.3928,0.000034,13.4,17.6883
6304.95,7.33995,0.000039,13.4,17.4717
